Q10,Q50,Q90
91.39418029785156,126.75132751464844,176.55697631835938
89.659423828125,125.50688171386719,177.32806396484375
89.60017395019531,114.29318237304688,176.81863403320312
87.38741302490234,116.7029800415039,176.79286193847656
91.89788055419922,121.35372161865234,186.4276123046875
94.98245239257812,131.6256103515625,198.23611450195312
99.50428009033203,147.14183044433594,223.0743865966797
112.85648345947266,159.87054443359375,222.21202087402344
123.11582946777344,152.18824768066406,203.67469787597656
118.4737777709961,151.258544921875,193.42489624023438
124.21883392333984,152.2095489501953,190.43504333496094
115.06555938720703,143.48085021972656,182.2118682861328
115.59272766113281,144.23281860351562,179.0006561279297
112.35771942138672,139.3358917236328,188.28660583496094
108.39788818359375,132.33502197265625,185.3153533935547
106.47490692138672,134.47108459472656,192.56088256835938
113.58348083496094,143.5095672607422,200.34320068359375
113.19744873046875,159.79800415039062,209.13424682617188
124.09955596923828,164.6239013671875,215.2747039794922
136.28028869628906,168.4162139892578,213.1234893798828
133.2129669189453,171.74322509765625,211.62969970703125
130.88983154296875,163.6377410888672,207.1949462890625
124.30083465576172,148.87289428710938,202.79930114746094
103.01036071777344,138.45310974121094,184.7536163330078
91.83540344238281,124.03701782226562,174.34164428710938
88.23139953613281,124.28789520263672,176.1126708984375
90.14482879638672,111.75714111328125,173.8428955078125
86.48687744140625,114.5697250366211,174.34182739257812
91.32540893554688,119.37613677978516,183.11453247070312
93.87005615234375,130.6094970703125,195.9687957763672
98.56800842285156,147.0618133544922,219.22299194335938
110.17048645019531,158.9555206298828,220.16387939453125
120.19580078125,149.59442138671875,199.76678466796875
117.37898254394531,149.47634887695312,189.69293212890625
121.76887512207031,150.7112579345703,186.7315216064453
115.45928955078125,138.90646362304688,177.19561767578125
115.31231689453125,141.421630859375,175.7634735107422
112.33822631835938,136.56985473632812,185.38084411621094
107.47196960449219,129.1038818359375,180.6533660888672
106.97046661376953,133.95944213867188,191.70872497558594
110.01205444335938,142.17161560058594,196.14715576171875
114.18209838867188,157.42550659179688,203.8488006591797
124.06468200683594,163.332763671875,214.70248413085938
132.8448944091797,164.7200164794922,209.5435028076172
133.60000610351562,167.80885314941406,206.76612854003906
130.7200927734375,162.49130249023438,204.45201110839844
121.03724670410156,146.1062469482422,200.56832885742188
100.24249267578125,135.31771850585938,179.51730346679688
91.09191131591797,122.77029418945312,174.44549560546875
87.47909545898438,121.224365234375,175.3357696533203
89.11909484863281,110.117919921875,174.9732208251953
87.84371948242188,112.14122772216797,172.59202575683594
90.74578857421875,118.73572540283203,184.84519958496094
92.83598327636719,128.8383331298828,196.54542541503906
98.41089630126953,144.89073181152344,217.7812042236328
111.07047271728516,160.1764373779297,219.60353088378906
118.36849975585938,148.00680541992188,199.2054443359375
117.62451171875,148.8498077392578,189.61026000976562
122.11756896972656,151.5345458984375,186.66500854492188
115.61219024658203,139.57952880859375,177.64300537109375
114.23638916015625,140.5577392578125,174.5173797607422
112.97757720947266,135.4483642578125,185.59011840820312
106.45681762695312,127.29000854492188,180.80384826660156
107.98033905029297,133.05763244628906,188.78126525878906
111.55154418945312,142.28341674804688,196.05447387695312
112.52867889404297,156.1700897216797,203.0279083251953
123.64188385009766,163.51791381835938,212.17332458496094
131.47897338867188,166.45913696289062,207.6615447998047
133.93031311035156,166.89971923828125,204.9217071533203
129.6831817626953,160.36021423339844,201.7082061767578
120.70806121826172,146.53497314453125,200.72958374023438
100.05691528320312,134.87747192382812,180.32073974609375
89.90533447265625,124.19178009033203,174.36854553222656
86.80744934082031,121.97528839111328,176.3805389404297
90.42465209960938,112.76408386230469,175.1708221435547
88.47612762451172,115.89289093017578,174.10714721679688
91.57366943359375,120.58935546875,183.36558532714844
92.87234497070312,132.53460693359375,196.271728515625
98.88574981689453,146.55201721191406,218.89373779296875
111.74730682373047,158.26171875,220.18136596679688
116.9966812133789,151.35708618164062,200.7483367919922
117.50526428222656,149.10574340820312,189.39950561523438
123.67583465576172,150.7915802001953,186.6157989501953
116.73599243164062,139.55606079101562,177.0187530517578
112.90062713623047,139.7059326171875,174.78414916992188
112.24928283691406,135.8383026123047,186.51661682128906
110.50640106201172,128.06277465820312,182.57484436035156
104.95629119873047,131.8606414794922,190.59999084472656
112.53794860839844,143.03746032714844,196.201416015625
112.08875274658203,158.27154541015625,204.45677185058594
123.07402038574219,165.25181579589844,211.45127868652344
133.163818359375,165.8480987548828,209.5116729736328
135.50120544433594,169.2694091796875,205.96665954589844
131.35267639160156,160.61085510253906,202.78033447265625
118.54205322265625,146.39353942871094,199.6632080078125
101.70785522460938,135.7086181640625,180.36093139648438
91.88448333740234,126.70445251464844,178.12384033203125
89.89652252197266,126.75418853759766,178.68870544433594
92.41575622558594,116.0704574584961,179.2151336669922
88.60742950439453,118.34586334228516,176.75015258789062
92.51732635498047,125.77986907958984,186.06802368164062
95.14884185791016,135.17005920410156,200.05332946777344
99.62541198730469,148.3303985595703,221.12303161621094
112.8587646484375,162.8773193359375,223.15919494628906
121.1374282836914,151.35511779785156,206.07240295410156
116.80097198486328,151.88551330566406,194.50003051757812
124.96150207519531,153.8712158203125,187.13441467285156
116.08023834228516,142.77069091796875,180.2364044189453
116.36430358886719,144.27076721191406,177.74884033203125
113.04830932617188,139.68455505371094,187.79820251464844
111.24762725830078,132.703369140625,183.25440979003906
105.3238754272461,134.7781524658203,193.05209350585938
113.06843566894531,142.60848999023438,199.51087951660156
113.02513122558594,162.86289978027344,208.2821502685547
122.91668701171875,166.66845703125,216.005615234375
136.43760681152344,168.44093322753906,212.45803833007812
135.29562377929688,171.6602325439453,210.19834899902344
133.82330322265625,166.37161254882812,205.6298370361328
122.01837158203125,149.50189208984375,201.80831909179688
102.85267639160156,141.63015747070312,184.25990295410156
90.21316528320312,121.65260314941406,172.52865600585938
86.59931945800781,119.98489379882812,173.6708984375
88.3614273071289,109.57962799072266,173.05601501464844
87.93379974365234,114.1132583618164,171.42904663085938
90.87720489501953,119.63465881347656,181.37950134277344
94.17357635498047,129.00994873046875,192.76515197753906
97.37648010253906,145.0517120361328,216.9235076904297
111.58955383300781,156.46246337890625,216.47300720214844
119.66212463378906,147.09872436523438,198.87144470214844
115.43004608154297,147.91136169433594,188.1936492919922
123.00823211669922,147.74002075195312,184.4685821533203
112.93099212646484,139.9190216064453,177.2500457763672
113.69361114501953,139.03018188476562,174.26011657714844
111.99240112304688,135.64248657226562,185.35231018066406
107.94076538085938,129.89675903320312,179.12940979003906
106.6009521484375,131.11288452148438,188.45718383789062
111.28657531738281,140.87342834472656,195.00096130371094
113.09070587158203,157.16697692871094,204.17494201660156
122.33580780029297,163.7508087158203,210.91357421875
131.65921020507812,165.6667022705078,208.5689697265625
133.26760864257812,166.84979248046875,204.45462036132812
130.12350463867188,159.89138793945312,203.3989715576172
120.55210876464844,146.38009643554688,200.2285919189453
102.93603515625,134.7369842529297,178.69459533691406
91.14057159423828,126.43266296386719,175.77084350585938
89.09815979003906,123.37418365478516,177.90708923339844
87.96466064453125,113.00054168701172,175.90106201171875
87.304931640625,115.56432342529297,175.1373291015625
91.5818862915039,119.5946044921875,186.49327087402344
94.93470764160156,131.17567443847656,196.26454162597656
99.89318084716797,145.4137420654297,221.98606872558594
112.38751983642578,159.85446166992188,221.2015380859375
122.75399780273438,152.5111846923828,203.0612335205078
118.5131607055664,151.3029022216797,191.18386840820312
124.74691009521484,152.90158081054688,188.8824920654297
115.09176635742188,144.3092803955078,180.0160675048828
116.01387786865234,142.78567504882812,178.05126953125
111.75334930419922,138.1010284423828,187.0248565673828
108.94184112548828,129.38914489746094,183.84014892578125
105.27801513671875,134.14678955078125,192.89175415039062
112.55423736572266,144.33787536621094,199.03182983398438
112.5628890991211,159.63734436035156,207.83193969726562
123.77403259277344,164.9169921875,214.26791381835938
136.01528930664062,167.3431396484375,212.76272583007812
133.10963439941406,171.0459747314453,209.59207153320312
131.9114532470703,163.04212951660156,206.40194702148438
123.64592742919922,149.6985321044922,202.56443786621094
102.92955017089844,138.3061065673828,184.6499786376953
91.61882019042969,129.5731658935547,179.0369110107422
90.42939758300781,128.40396118164062,179.90431213378906
90.74372100830078,116.25321197509766,179.42245483398438
88.49575805664062,119.14385986328125,180.0919189453125
93.19042205810547,123.84483337402344,189.1076202392578
96.03170013427734,133.6115264892578,200.9089813232422
100.31629943847656,148.87193298339844,225.68887329101562
114.19709014892578,162.74911499023438,224.9505615234375
124.65460205078125,154.2335662841797,206.69825744628906
119.16496276855469,153.62657165527344,196.24058532714844
125.7509536743164,155.4949188232422,192.7130126953125
115.82503509521484,145.39288330078125,184.7874298095703
117.00447845458984,146.68450927734375,181.55555725097656
113.3426513671875,141.55979919433594,189.4667510986328
109.29109954833984,133.21607971191406,187.57777404785156
106.85487365722656,135.55006408691406,195.12757873535156
114.75922393798828,145.1484375,202.42645263671875
113.39407348632812,162.40769958496094,211.88299560546875
124.94931030273438,166.83935546875,217.9532928466797
138.37750244140625,171.09286499023438,215.1354522705078
134.68727111816406,174.6712188720703,214.12759399414062
132.22311401367188,166.1328582763672,209.56800842285156
125.72822570800781,151.01351928710938,204.6168670654297
103.70122528076172,141.09048461914062,187.08705139160156
91.92977142333984,125.593994140625,175.72630310058594
88.6591796875,125.9287338256836,177.54200744628906
90.78057098388672,112.85214233398438,175.28550720214844
87.0984115600586,115.9138412475586,176.16644287109375
92.0147933959961,120.75496673583984,184.60630798339844
94.46112823486328,131.6887969970703,197.4766082763672
99.008544921875,148.03280639648438,220.689697265625
110.89566040039062,160.56692504882812,221.6436309814453
121.03968811035156,150.76356506347656,201.4474334716797
117.78965759277344,150.78790283203125,191.2817840576172
122.64386749267578,152.5272674560547,188.0020751953125
115.89205169677734,139.99769592285156,178.63961791992188
116.09378051757812,142.7819061279297,177.1790771484375
112.8620834350586,137.80752563476562,186.0721893310547
107.94197845458984,129.6184539794922,181.93438720703125
107.16503143310547,134.58189392089844,193.1492919921875
110.6675796508789,143.11534118652344,197.3162078857422
114.31693267822266,158.87022399902344,205.3798065185547
124.5311050415039,164.55734252929688,216.19248962402344
133.99757385253906,166.16665649414062,210.68826293945312
134.41925048828125,169.4414825439453,208.15182495117188
131.44345092773438,163.88702392578125,205.77078247070312
121.88163757324219,147.32359313964844,201.59808349609375
100.63934326171875,136.7705535888672,180.84432983398438
91.13187408447266,122.39822387695312,174.0346221923828
87.38514709472656,120.7343978881836,174.95167541503906
88.95765686035156,109.79917907714844,174.6062774658203
87.72347259521484,111.87553405761719,172.17494201660156
90.6661605834961,118.38553619384766,184.46128845214844
92.686767578125,128.55914306640625,196.0887908935547
98.2891616821289,144.63189697265625,217.40036010742188
110.94062042236328,159.7204132080078,219.3302459716797
118.21675872802734,147.669677734375,198.81369018554688
117.4321517944336,148.55703735351562,189.13009643554688
121.79888916015625,151.0989990234375,186.39398193359375
115.44536590576172,139.25758361816406,177.27484130859375
114.02215576171875,140.20480346679688,174.23143005371094
112.89505767822266,135.1535186767578,185.3606414794922
106.37316131591797,127.15898895263672,180.45693969726562
107.99573516845703,132.80125427246094,188.38717651367188
111.37223815917969,141.95413208007812,195.76451110839844
112.44490814208984,155.7969970703125,202.72564697265625
123.52326965332031,163.23362731933594,211.81822204589844
131.23573303222656,166.18482971191406,207.37112426757812
133.7145538330078,166.48687744140625,204.6038360595703
129.5775604248047,159.97215270996094,201.44737243652344
120.43373107910156,146.20071411132812,200.47232055664062
99.95965576171875,134.57437133789062,179.94747924804688
89.89470672607422,122.07862854003906,172.32667541503906
86.24483489990234,119.54632568359375,174.33836364746094
89.5671157836914,111.17855072021484,173.17564392089844
87.71686553955078,114.2085189819336,171.662109375
90.81310272216797,118.7045669555664,181.2712860107422
92.0472412109375,131.03846740722656,194.01385498046875
98.25901794433594,145.16949462890625,216.80116271972656
110.84387969970703,155.92306518554688,218.32589721679688
115.96430969238281,149.6501007080078,198.48367309570312
116.72350311279297,147.38111877441406,187.03607177734375
122.24851989746094,148.32400512695312,184.9501495361328
